OrderKey,OrderDate,DateKey,CustomerKey,ProductKey,ChannelKey,OrderQuantity,UnitPrice,DiscountRate,Revenue,COGS,ShippingCost,GrossProfit,IsReturn,IsRepeatPurchase,DeviceType,OrderStatus
1956,2023-11-16,20231116,2826,21,10,1,59.37,0,59.37,17.53,12.67,41.84,0,0,Mobile,Completed
1957,2023-09-29,20230929,1977,14,5,2,39.06,0,78.12,33.5,0,44.62,0,1,Desktop,Completed
1958,2023-01-21,20230121,2405,25,1,5,36.05,0,180.25,72.9,0,107.35,0,0,Mobile,Completed
1959,2023-07-19,20230719,2830,4,1,1,43.78,0,43.78,15.18,11.14,28.6,0,0,Mobile,Cancelled
1960,2023-01-08,20230108,3204,26,6,2,35.1,0.1,63.18,28.42,0,34.76,0,1,Desktop,Completed
1961,2023-08-22,20230822,811,8,3,3,35.27,0,105.81,38.1,0,67.71,0,0,Mobile,Completed
1962,2023-06-13,20230613,4528,16,1,4,42.08,0,168.32,55.16,0,113.16,0,1,Mobile,Completed
1963,2023-11-25,20231125,2975,10,8,1,23.56,0.2,18.85,10.31,11.72,8.54,0,0,Mobile,Completed
1964,2023-10-25,20231025,1923,14,4,1,39.06,0,39.06,16.75,5.46,22.31,0,0,Mobile,Completed
1965,2023-07-03,20230703,1603,5,2,1,63.72,0,63.72,21.43,0,42.29,0,0,Desktop,Completed
1966,2023-11-11,20231111,166,30,8,2,39.87,0.2,63.79,33.56,0,30.23,0,0,Desktop,Completed
1967,2023-05-04,20230504,18,28,4,1,33.35,0,33.35,14.19,11.02,19.16,0,0,Mobile,Completed
1968,2023-05-14,20230514,4969,7,5,1,34.7,0,34.7,13.48,7.81,21.22,0,0,Desktop,Completed
1969,2023-12-05,20231205,1360,2,10,2,68.94,0,137.88,47.56,0,90.32,0,0,Desktop,Completed
1970,2023-12-14,20231214,3046,14,1,1,39.06,0,39.06,16.75,11.86,22.31,0,1,Tablet,Cancelled
1971,2023-01-08,20230108,454,7,8,1,34.7,0,34.7,13.48,9.36,21.22,0,0,Desktop,Completed
1972,2023-10-29,20231029,1082,6,5,1,50.19,0,50.19,18.76,11.05,31.43,0,0,Desktop,Completed
1973,2023-09-22,20230922,3181,2,9,2,68.94,0,137.88,47.56,0,90.32,0,1,Mobile,Completed
1974,2023-01-12,20230112,1236,5,3,4,63.72,0,254.88,85.72,0,169.16,0,1,Mobile,Completed
1975,2023-02-12,20230212,3091,15,8,3,46.83,0,140.49,41.67,0,98.82,0,0,Mobile,Completed
1976,2023-06-22,20230622,1526,5,6,3,63.72,0.05,181.6,64.29,0,117.31,0,0,Mobile,Completed
1977,2023-11-02,20231102,3339,8,2,1,35.27,0.2,28.22,12.7,10.34,15.52,0,1,Mobile,Refunded
1978,2023-11-17,20231117,1998,25,1,1,36.05,0.2,28.84,14.58,9.54,14.26,0,0,Desktop,Cancelled
1979,2023-07-01,20230701,544,9,6,1,38.96,0.1,35.06,14.62,9.26,20.44,0,0,Mobile,Completed
1980,2023-06-29,20230629,2164,19,1,1,58.8,0,58.8,17.02,11.0,41.78,0,1,Desktop,Completed
1981,2023-10-12,20231012,219,2,10,1,68.94,0,68.94,23.78,0,45.16,0,1,Mobile,Completed
1982,2023-10-30,20231030,38,9,6,1,38.96,0.1,35.06,14.62,9.56,20.44,0,1,Tablet,Completed
1983,2023-11-01,20231101,4189,5,2,2,63.72,0.15,108.32,42.86,0,65.46,0,0,Desktop,Refunded
1984,2023-12-23,20231223,4455,6,4,1,50.19,0.2,40.15,18.76,7.72,21.39,0,0,Mobile,Completed
1985,2023-06-13,20230613,2391,20,3,1,47.33,0,47.33,16.11,6.2,31.22,0,0,Mobile,Completed
1986,2023-02-24,20230224,825,7,5,1,34.7,0,34.7,13.48,10.62,21.22,0,0,Mobile,Completed
1987,2023-04-11,20230411,1227,9,4,3,38.96,0,116.88,43.86,0,73.02,0,1,Desktop,Completed
1988,2023-08-19,20230819,4422,2,7,2,68.94,0,137.88,47.56,0,90.32,0,1,Mobile,Completed
1989,2023-05-26,20230526,807,3,9,1,47.56,0,47.56,18.75,12.89,28.81,0,0,Desktop,Completed
1990,2023-09-01,20230901,1917,16,3,1,42.08,0,42.08,13.79,8.55,28.29,0,0,Mobile,Refunded
1991,2023-09-19,20230919,4376,8,7,1,35.27,0,35.27,12.7,6.82,22.57,0,0,Desktop,Completed
1992,2023-10-09,20231009,3670,24,10,1,24.97,0,24.97,11.77,11.05,13.2,0,0,Desktop,Completed
1993,2023-08-25,20230825,4506,25,10,1,36.05,0,36.05,14.58,10.72,21.47,0,0,Desktop,Completed
1994,2023-03-10,20230310,4040,6,4,1,50.19,0,50.19,18.76,10.2,31.43,0,0,Mobile,Completed
1995,2023-01-25,20230125,1920,13,6,3,49.52,0.1,133.7,57.72,0,75.98,0,0,Mobile,Completed
1996,2023-06-10,20230610,2016,23,4,1,29.77,0,29.77,12.49,8.9,17.28,0,0,Mobile,Completed
1997,2023-10-20,20231020,2067,22,5,1,23.84,0,23.84,9.43,12.73,14.41,0,0,Desktop,Completed
1998,2023-08-16,20230816,3160,9,3,5,38.96,0,194.8,73.1,0,121.7,0,0,Desktop,Completed
1999,2023-05-13,20230513,2282,9,5,3,38.96,0,116.88,43.86,0,73.02,0,1,Mobile,Completed
2000,2023-02-03,20230203,1908,17,5,1,55.99,0,55.99,17.87,10.38,38.12,0,0,Mobile,Completed
2001,2023-08-16,20230816,4210,3,7,3,47.56,0,142.68,56.25,0,86.43,1,0,Mobile,Completed
2002,2023-12-18,20231218,1998,5,6,1,63.72,0.1,57.35,21.43,6.58,35.92,0,0,Mobile,Completed
2003,2023-12-05,20231205,80,11,2,2,49.0,0.1,88.2,36.52,0,51.68,0,0,Mobile,Completed
2004,2023-06-03,20230603,1061,3,1,2,47.56,0,95.12,37.5,0,57.62,0,0,Mobile,Completed
2005,2023-09-07,20230907,620,15,4,2,46.83,0,93.66,27.78,0,65.88,0,0,Mobile,Completed
2006,2023-12-17,20231217,2815,23,3,1,29.77,0.15,25.3,12.49,10.55,12.81,0,0,Mobile,Completed
2007,2023-09-17,20230917,509,31,4,4,55.4,0,221.6,78.24,0,143.36,1,0,Desktop,Completed
2008,2023-10-18,20231018,934,18,3,1,40.04,0,40.04,13.18,6.53,26.86,0,0,Desktop,Completed
2009,2023-08-01,20230801,1549,24,5,1,24.97,0,24.97,11.77,12.73,13.2,0,0,Desktop,Completed
2010,2023-05-06,20230506,4530,26,10,1,35.1,0,35.1,14.21,6.67,20.89,0,1,Desktop,Completed
2011,2023-09-26,20230926,4502,6,4,2,50.19,0,100.38,37.52,0,62.86,0,0,Mobile,Completed
2012,2023-11-11,20231111,2868,8,3,1,35.27,0,35.27,12.7,8.69,22.57,0,1,Mobile,Completed
2013,2023-05-23,20230523,3923,3,5,2,47.56,0,95.12,37.5,0,57.62,0,0,Desktop,Completed
2014,2023-11-09,20231109,1155,20,4,1,47.33,0,47.33,16.11,10.07,31.22,0,0,Mobile,Completed
2015,2023-01-10,20230110,3674,22,1,1,23.84,0,23.84,9.43,12.91,14.41,0,1,Mobile,Completed
2016,2023-02-20,20230220,4873,15,4,3,46.83,0,140.49,41.67,0,98.82,0,0,Mobile,Completed
2017,2023-01-27,20230127,3998,23,2,5,29.77,0,148.85,62.45,0,86.4,0,0,Mobile,Completed
2018,2023-02-06,20230206,76,3,1,1,47.56,0,47.56,18.75,11.59,28.81,0,1,Desktop,Completed
2019,2023-10-12,20231012,248,27,3,2,36.31,0,72.62,29.96,0,42.66,0,0,Desktop,Cancelled
2020,2023-09-11,20230911,2071,7,6,2,34.7,0.1,62.46,26.96,0,35.5,0,0,Mobile,Completed
2021,2023-07-19,20230719,4167,27,10,2,36.31,0,72.62,29.96,0,42.66,0,0,Mobile,Completed
2022,2023-05-31,20230531,2343,21,6,2,59.37,0,118.74,35.06,0,83.68,0,0,Mobile,Completed
2023,2023-08-30,20230830,4777,28,3,1,33.35,0,33.35,14.19,5.56,19.16,0,0,Desktop,Refunded
2024,2023-03-28,20230328,2462,29,6,3,27.77,0.1,74.98,29.79,0,45.19,0,0,Mobile,Completed
2025,2023-10-17,20231017,4508,23,3,1,29.77,0,29.77,12.49,11.97,17.28,0,0,Mobile,Completed
2026,2023-03-24,20230324,3389,7,10,1,34.7,0,34.7,13.48,5.87,21.22,0,0,Mobile,Cancelled
2027,2023-04-08,20230408,850,26,6,1,35.1,0,35.1,14.21,7.37,20.89,0,0,Mobile,Completed
2028,2023-11-26,20231126,3002,2,9,3,68.94,0,206.82,71.34,0,135.48,0,0,Desktop,Completed
2029,2023-08-31,20230831,3236,5,1,1,63.72,0,63.72,21.43,0,42.29,0,0,Mobile,Completed
2030,2023-06-05,20230605,2794,8,5,2,35.27,0,70.54,25.4,0,45.14,0,0,Desktop,Completed
2031,2023-06-29,20230629,332,10,5,1,23.56,0,23.56,10.31,11.92,13.25,1,0,Mobile,Completed
2032,2023-06-27,20230627,1546,5,1,1,63.72,0,63.72,21.43,0,42.29,0,1,Mobile,Completed
2033,2023-01-05,20230105,4276,29,3,2,27.77,0,55.54,19.86,12.93,35.68,0,1,Mobile,Completed
2034,2023-11-12,20231112,438,26,6,1,35.1,0.2,28.08,14.21,10.43,13.87,0,1,Mobile,Completed
2035,2023-03-23,20230323,2439,7,1,1,34.7,0,34.7,13.48,6.0,21.22,0,0,Desktop,Completed
2036,2023-10-16,20231016,2798,28,4,2,33.35,0,66.7,28.38,0,38.32,0,0,Desktop,Completed
2037,2023-08-05,20230805,4268,23,4,1,29.77,0,29.77,12.49,9.92,17.28,0,0,Mobile,Completed
2038,2023-09-24,20230924,2173,1,3,1,56.33,0,56.33,22.23,5.75,34.1,0,0,Mobile,Completed
2039,2023-01-17,20230117,624,31,4,1,55.4,0,55.4,19.56,8.41,35.84,0,1,Tablet,Completed
2040,2023-10-14,20231014,1439,4,10,2,43.78,0,87.56,30.36,0,57.2,0,0,Tablet,Completed
2041,2023-08-24,20230824,2517,11,3,5,49.0,0,245.0,91.3,0,153.7,0,0,Mobile,Completed
2042,2023-10-04,20231004,2747,28,2,3,33.35,0,100.05,42.57,0,57.48,0,0,Mobile,Completed
2043,2023-02-17,20230217,140,17,5,2,55.99,0,111.98,35.74,0,76.24,0,0,Mobile,Completed
2044,2023-10-09,20231009,4510,3,3,1,47.56,0,47.56,18.75,8.12,28.81,0,0,Mobile,Completed
2045,2023-11-06,20231106,3983,13,3,1,49.52,0,49.52,19.24,9.05,30.28,0,1,Mobile,Completed
2046,2023-03-29,20230329,4971,17,3,3,55.99,0,167.97,53.61,0,114.36,0,0,Desktop,Completed
2047,2023-01-16,20230116,2822,17,6,1,55.99,0,55.99,17.87,12.97,38.12,0,0,Desktop,Completed
2048,2023-05-08,20230508,3973,20,2,3,47.33,0,141.99,48.33,0,93.66,0,0,Mobile,Completed
2049,2023-03-15,20230315,3710,27,2,2,36.31,0,72.62,29.96,0,42.66,0,0,Mobile,Refunded
2050,2023-11-08,20231108,485,20,1,2,47.33,0.1,85.19,32.22,0,52.97,0,0,Mobile,Completed
2051,2023-01-16,20230116,4295,1,3,3,56.33,0,168.99,66.69,0,102.3,0,0,Mobile,Completed
2052,2023-08-25,20230825,1143,7,5,1,34.7,0,34.7,13.48,8.75,21.22,0,0,Desktop,Completed
2053,2023-08-15,20230815,3861,3,5,2,47.56,0,95.12,37.5,0,57.62,1,0,Desktop,Completed
2054,2023-04-25,20230425,736,14,7,1,39.06,0,39.06,16.75,10.89,22.31,0,1,Tablet,Completed
2055,2023-11-05,20231105,4763,31,8,1,55.4,0,55.4,19.56,12.27,35.84,0,1,Mobile,Completed
2056,2023-06-13,20230613,4062,27,1,1,36.31,0,36.31,14.98,5.26,21.33,0,0,Mobile,Completed
2057,2023-03-23,20230323,2347,27,5,1,36.31,0,36.31,14.98,8.92,21.33,0,0,Mobile,Completed
2058,2023-04-30,20230430,582,20,10,2,47.33,0,94.66,32.22,0,62.44,0,0,Desktop,Completed
2059,2023-06-17,20230617,3469,19,5,1,58.8,0,58.8,17.02,6.76,41.78,0,0,Mobile,Completed
2060,2023-10-05,20231005,2889,6,6,3,50.19,0.05,143.04,56.28,0,86.76,0,0,Desktop,Completed
2061,2023-10-12,20231012,4072,5,5,1,63.72,0,63.72,21.43,0,42.29,0,0,Desktop,Completed
2062,2023-11-10,20231110,1168,16,4,1,42.08,0.15,35.77,13.79,6.16,21.98,1,0,Mobile,Completed
2063,2023-03-19,20230319,411,25,8,1,36.05,0,36.05,14.58,11.54,21.47,0,1,Mobile,Completed
2064,2023-09-14,20230914,1419,27,4,4,36.31,0,145.24,59.92,0,85.32,0,0,Desktop,Completed
2065,2023-04-20,20230420,4403,10,2,1,23.56,0,23.56,10.31,7.33,13.25,0,0,Desktop,Completed
2066,2023-05-11,20230511,4792,25,8,1,36.05,0,36.05,14.58,7.03,21.47,0,1,Mobile,Completed
2067,2023-07-09,20230709,2764,19,1,2,58.8,0,117.6,34.04,0,83.56,0,0,Mobile,Completed
2068,2023-10-10,20231010,4090,7,4,1,34.7,0,34.7,13.48,5.18,21.22,0,0,Mobile,Completed
2069,2023-08-24,20230824,191,12,3,2,41.99,0,83.98,36.02,0,47.96,0,0,Mobile,Completed
2070,2023-03-10,20230310,630,7,6,2,34.7,0,69.4,26.96,0,42.44,0,0,Desktop,Completed
2071,2023-09-07,20230907,3234,24,6,2,24.97,0.05,47.44,23.54,6.81,23.9,0,0,Mobile,Completed
2072,2023-08-15,20230815,3115,23,6,1,29.77,0.05,28.28,12.49,8.25,15.79,0,1,Tablet,Completed
2073,2023-01-03,20230103,2896,30,4,1,39.87,0,39.87,16.78,11.78,23.09,0,0,Mobile,Completed
2074,2023-01-16,20230116,4902,2,5,2,68.94,0,137.88,47.56,0,90.32,0,1,Mobile,Completed
2075,2023-06-25,20230625,1454,16,4,1,42.08,0,42.08,13.79,10.03,28.29,0,0,Mobile,Completed
2076,2023-12-29,20231229,3944,13,2,1,49.52,0,49.52,19.24,9.65,30.28,0,0,Mobile,Completed
2077,2023-08-26,20230826,1285,18,5,1,40.04,0,40.04,13.18,5.86,26.86,0,1,Desktop,Completed
2078,2023-12-19,20231219,3693,21,3,1,59.37,0,59.37,17.53,6.4,41.84,0,0,Mobile,Completed
2079,2023-01-13,20230113,3986,7,2,2,34.7,0,69.4,26.96,0,42.44,0,0,Tablet,Completed
2080,2023-06-08,20230608,3803,9,4,1,38.96,0,38.96,14.62,7.25,24.34,0,0,Desktop,Completed
2081,2023-06-05,20230605,4255,1,2,1,56.33,0,56.33,22.23,6.33,34.1,1,0,Mobile,Completed
2082,2023-09-25,20230925,831,18,3,3,40.04,0,120.12,39.54,0,80.58,0,1,Mobile,Completed
2083,2023-03-04,20230304,3596,24,1,1,24.97,0,24.97,11.77,6.53,13.2,1,1,Mobile,Completed
2084,2023-05-01,20230501,2161,5,4,1,63.72,0,63.72,21.43,0,42.29,0,0,Mobile,Completed
2085,2023-10-02,20231002,1437,10,5,1,23.56,0,23.56,10.31,10.47,13.25,0,0,Desktop,Completed
2086,2023-01-01,20230101,4346,11,9,1,49.0,0,49.0,18.26,8.19,30.74,0,1,Mobile,Completed
2087,2023-10-08,20231008,813,31,4,1,55.4,0,55.4,19.56,5.25,35.84,0,0,Desktop,Completed
2088,2023-07-20,20230720,3431,2,2,1,68.94,0,68.94,23.78,0,45.16,0,1,Desktop,Completed
2089,2023-03-12,20230312,3678,27,6,1,36.31,0.05,34.49,14.98,12.13,19.51,0,1,Desktop,Refunded
2090,2023-05-28,20230528,3151,5,6,3,63.72,0.05,181.6,64.29,0,117.31,0,1,Desktop,Completed
2091,2023-09-11,20230911,2037,2,2,3,68.94,0,206.82,71.34,0,135.48,0,1,Mobile,Completed
2092,2023-04-11,20230411,1901,7,3,1,34.7,0,34.7,13.48,9.86,21.22,0,0,Desktop,Completed
2093,2023-05-01,20230501,4772,30,5,2,39.87,0,79.74,33.56,0,46.18,0,1,Mobile,Completed
2094,2023-10-19,20231019,3722,25,6,2,36.05,0.1,64.89,29.16,0,35.73,0,0,Mobile,Completed
2095,2023-09-23,20230923,4900,18,2,1,40.04,0,40.04,13.18,12.49,26.86,0,1,Desktop,Completed
2096,2023-09-27,20230927,3102,26,1,1,35.1,0,35.1,14.21,12.41,20.89,0,0,Mobile,Completed
2097,2023-03-13,20230313,3074,27,2,2,36.31,0,72.62,29.96,0,42.66,0,1,Mobile,Completed
2098,2023-06-15,20230615,4529,20,3,2,47.33,0,94.66,32.22,0,62.44,0,1,Tablet,Completed
2099,2023-12-07,20231207,1477,9,6,1,38.96,0,38.96,14.62,8.17,24.34,0,1,Desktop,Completed
2100,2023-08-30,20230830,1375,27,9,1,36.31,0,36.31,14.98,9.3,21.33,0,0,Desktop,Completed
2101,2023-08-12,20230812,3083,19,2,1,58.8,0,58.8,17.02,6.1,41.78,0,0,Mobile,Completed
2102,2023-07-24,20230724,2094,22,4,1,23.84,0,23.84,9.43,10.85,14.41,0,1,Desktop,Completed
2103,2023-03-14,20230314,1386,7,1,1,34.7,0,34.7,13.48,7.35,21.22,0,0,Mobile,Completed
2104,2023-04-25,20230425,4659,8,10,1,35.27,0,35.27,12.7,12.25,22.57,1,0,Desktop,Completed
2105,2023-05-06,20230506,3577,16,3,3,42.08,0,126.24,41.37,0,84.87,0,0,Mobile,Completed
2106,2023-10-25,20231025,3479,30,5,3,39.87,0,119.61,50.34,0,69.27,0,1,Mobile,Completed
2107,2023-04-15,20230415,690,1,7,1,56.33,0,56.33,22.23,10.13,34.1,0,0,Desktop,Completed
2108,2023-07-29,20230729,1602,2,3,1,68.94,0,68.94,23.78,0,45.16,0,0,Mobile,Completed
2109,2023-10-29,20231029,4485,5,5,1,63.72,0,63.72,21.43,0,42.29,0,0,Desktop,Completed
2110,2023-06-29,20230629,2758,6,4,2,50.19,0,100.38,37.52,0,62.86,0,0,Desktop,Completed
2111,2023-12-31,20231231,1161,4,9,1,43.78,0,43.78,15.18,9.62,28.6,0,1,Mobile,Completed
2112,2023-05-30,20230530,4945,2,7,1,68.94,0,68.94,23.78,0,45.16,0,0,Desktop,Completed
2113,2023-04-07,20230407,3471,13,2,1,49.52,0,49.52,19.24,9.21,30.28,0,0,Desktop,Completed
2114,2023-04-24,20230424,2455,1,7,1,56.33,0,56.33,22.23,5.41,34.1,0,0,Mobile,Completed
2115,2023-10-22,20231022,1663,1,6,1,56.33,0.05,53.51,22.23,7.76,31.28,0,1,Desktop,Completed
2116,2023-08-30,20230830,3381,10,1,1,23.56,0,23.56,10.31,8.46,13.25,0,0,Desktop,Completed
2117,2023-09-04,20230904,2773,28,3,2,33.35,0,66.7,28.38,0,38.32,0,1,Mobile,Completed
2118,2023-06-03,20230603,1026,1,4,2,56.33,0,112.66,44.46,0,68.2,0,1,Mobile,Completed
2119,2023-09-16,20230916,1634,26,5,4,35.1,0,140.4,56.84,0,83.56,0,0,Mobile,Completed
2120,2023-01-15,20230115,3328,18,3,1,40.04,0,40.04,13.18,11.6,26.86,0,0,Mobile,Completed
2121,2023-04-01,20230401,4417,29,10,1,27.77,0,27.77,9.93,5.3,17.84,0,0,Mobile,Completed
2122,2023-05-18,20230518,166,24,9,1,24.97,0,24.97,11.77,5.77,13.2,0,0,Mobile,Completed
2123,2023-10-13,20231013,1390,12,1,1,41.99,0,41.99,18.01,12.21,23.98,0,1,Mobile,Completed
2124,2023-06-20,20230620,642,12,3,2,41.99,0,83.98,36.02,0,47.96,0,0,Mobile,Completed
2125,2023-05-25,20230525,2666,15,5,2,46.83,0,93.66,27.78,0,65.88,0,0,Desktop,Completed
2126,2023-06-08,20230608,2671,5,7,1,63.72,0,63.72,21.43,0,42.29,0,0,Mobile,Completed
2127,2023-04-15,20230415,4593,19,3,2,58.8,0,117.6,34.04,0,83.56,0,0,Mobile,Refunded
2128,2023-06-05,20230605,4046,4,3,2,43.78,0,87.56,30.36,0,57.2,0,1,Desktop,Completed
2129,2023-12-17,20231217,1759,4,8,5,43.78,0,218.9,75.9,0,143.0,0,1,Mobile,Completed
2130,2023-03-06,20230306,4712,26,3,2,35.1,0,70.2,28.42,0,41.78,0,0,Mobile,Completed
2131,2023-10-06,20231006,2589,7,1,1,34.7,0,34.7,13.48,9.68,21.22,0,0,Desktop,Completed
2132,2023-08-11,20230811,552,3,4,4,47.56,0,190.24,75.0,0,115.24,0,0,Desktop,Completed
2133,2023-09-24,20230924,708,10,9,1,23.56,0,23.56,10.31,9.88,13.25,0,0,Mobile,Completed
2134,2023-04-27,20230427,4343,29,3,1,27.77,0,27.77,9.93,5.54,17.84,0,0,Desktop,Refunded
2135,2023-06-04,20230604,3015,30,5,3,39.87,0,119.61,50.34,0,69.27,0,0,Mobile,Completed
2136,2023-11-12,20231112,2535,15,2,1,46.83,0,46.83,13.89,7.05,32.94,0,0,Desktop,Completed
2137,2023-10-05,20231005,1790,4,7,1,43.78,0,43.78,15.18,9.2,28.6,0,0,Desktop,Completed
2138,2023-06-04,20230604,852,30,1,3,39.87,0,119.61,50.34,0,69.27,0,0,Mobile,Completed
2139,2023-08-27,20230827,4199,17,8,1,55.99,0,55.99,17.87,7.32,38.12,0,0,Desktop,Completed
2140,2023-08-06,20230806,422,5,3,5,63.72,0,318.6,107.15,0,211.45,0,1,Desktop,Cancelled
2141,2023-03-13,20230313,1310,31,1,2,55.4,0,110.8,39.12,0,71.68,0,0,Desktop,Completed
2142,2023-11-02,20231102,2211,16,3,3,42.08,0.2,100.99,41.37,0,59.62,0,1,Mobile,Completed
2143,2023-04-23,20230423,4091,13,2,3,49.52,0,148.56,57.72,0,90.84,0,0,Mobile,Completed
2144,2023-04-17,20230417,725,15,3,1,46.83,0,46.83,13.89,10.95,32.94,0,1,Desktop,Completed
2145,2023-03-11,20230311,1489,8,1,1,35.27,0,35.27,12.7,6.08,22.57,0,0,Mobile,Completed
2146,2023-11-20,20231120,762,5,4,1,63.72,0.15,54.16,21.43,12.63,32.73,0,0,Desktop,Completed
2147,2023-11-12,20231112,4835,5,9,1,63.72,0.15,54.16,21.43,6.07,32.73,0,0,Mobile,Completed
2148,2023-10-01,20231001,4092,2,4,2,68.94,0,137.88,47.56,0,90.32,0,0,Desktop,Completed
2149,2023-04-18,20230418,3536,27,3,1,36.31,0,36.31,14.98,5.9,21.33,0,0,Desktop,Completed
2150,2023-08-23,20230823,617,20,5,1,47.33,0,47.33,16.11,12.96,31.22,0,0,Mobile,Completed
2151,2023-11-11,20231111,3722,11,4,1,49.0,0,49.0,18.26,11.63,30.74,0,0,Mobile,Completed
2152,2023-06-16,20230616,2024,28,2,5,33.35,0,166.75,70.95,0,95.8,0,0,Mobile,Completed
2153,2023-04-08,20230408,484,8,4,1,35.27,0,35.27,12.7,7.22,22.57,0,0,Mobile,Completed
2154,2023-02-17,20230217,627,11,2,2,49.0,0,98.0,36.52,0,61.48,0,1,Desktop,Completed
2155,2023-12-30,20231230,820,15,6,1,46.83,0.15,39.81,13.89,5.4,25.92,0,1,Tablet,Completed
2156,2023-09-28,20230928,1939,22,7,2,23.84,0,47.68,18.86,8.33,28.82,0,0,Desktop,Completed
2157,2023-11-28,20231128,3204,27,4,3,36.31,0,108.93,44.94,0,63.99,0,0,Mobile,Completed
2158,2023-03-23,20230323,4570,21,4,3,59.37,0,178.11,52.59,0,125.52,0,0,Desktop,Completed
2159,2023-10-07,20231007,1413,11,4,1,49.0,0,49.0,18.26,10.87,30.74,0,0,Desktop,Completed
2160,2023-02-07,20230207,3404,28,3,4,33.35,0,133.4,56.76,0,76.64,0,1,Mobile,Completed
2161,2023-04-22,20230422,3730,24,7,2,24.97,0,49.94,23.54,11.93,26.4,0,0,Mobile,Refunded
2162,2023-05-16,20230516,4462,18,1,1,40.04,0,40.04,13.18,7.78,26.86,0,1,Desktop,Completed
2163,2023-01-30,20230130,4474,6,4,1,50.19,0,50.19,18.76,7.37,31.43,0,0,Desktop,Completed
2164,2023-10-12,20231012,3820,5,5,1,63.72,0,63.72,21.43,0,42.29,0,0,Mobile,Completed
2165,2023-06-01,20230601,4449,19,1,1,58.8,0,58.8,17.02,12.94,41.78,0,0,Desktop,Completed
2166,2023-01-19,20230119,1172,31,3,1,55.4,0,55.4,19.56,6.71,35.84,0,0,Desktop,Completed
2167,2023-11-23,20231123,2031,8,3,3,35.27,0.2,84.65,38.1,0,46.55,0,1,Mobile,Completed
2168,2023-10-06,20231006,4301,3,6,3,47.56,0,142.68,56.25,0,86.43,0,0,Desktop,Completed
2169,2023-09-13,20230913,3256,18,4,1,40.04,0,40.04,13.18,11.86,26.86,0,0,Mobile,Completed
2170,2023-05-07,20230507,1363,28,1,1,33.35,0,33.35,14.19,8.18,19.16,0,0,Desktop,Completed
2171,2023-09-13,20230913,1935,5,4,5,63.72,0,318.6,107.15,0,211.45,0,0,Mobile,Completed
2172,2023-11-22,20231122,3543,20,5,1,47.33,0.15,40.23,16.11,11.26,24.12,0,0,Mobile,Completed
2173,2023-02-14,20230214,2822,25,1,1,36.05,0,36.05,14.58,10.84,21.47,0,0,Desktop,Completed
2174,2023-11-24,20231124,3398,16,5,1,42.08,0,42.08,13.79,11.68,28.29,0,0,Desktop,Refunded
2175,2023-11-27,20231127,2614,15,6,2,46.83,0.2,74.93,27.78,0,47.15,0,0,Mobile,Completed
2176,2023-04-19,20230419,1364,1,4,2,56.33,0,112.66,44.46,0,68.2,0,0,Mobile,Refunded
2177,2023-10-09,20231009,2438,24,5,2,24.97,0,49.94,23.54,11.26,26.4,1,0,Desktop,Completed
2178,2023-06-13,20230613,3955,31,4,1,55.4,0,55.4,19.56,7.7,35.84,0,0,Mobile,Completed
2179,2023-12-16,20231216,2835,1,2,2,56.33,0,112.66,44.46,0,68.2,0,1,Mobile,Completed
2180,2023-11-17,20231117,4927,21,2,1,59.37,0.15,50.46,17.53,10.62,32.93,0,0,Mobile,Completed
2181,2023-10-24,20231024,2320,25,4,1,36.05,0,36.05,14.58,7.17,21.47,0,0,Mobile,Completed
2182,2023-06-02,20230602,3638,14,6,2,39.06,0.05,74.21,33.5,0,40.71,0,0,Mobile,Completed
2183,2023-01-07,20230107,4253,24,5,1,24.97,0,24.97,11.77,10.17,13.2,0,0,Desktop,Completed
2184,2023-06-26,20230626,193,9,8,1,38.96,0,38.96,14.62,12.28,24.34,0,0,Desktop,Completed
2185,2023-12-25,20231225,238,24,2,1,24.97,0.1,22.47,11.77,11.08,10.7,0,0,Mobile,Refunded
2186,2023-09-22,20230922,577,24,3,2,24.97,0,49.94,23.54,5.82,26.4,0,0,Mobile,Completed
2187,2023-07-14,20230714,3295,22,3,2,23.84,0,47.68,18.86,8.67,28.82,0,0,Mobile,Completed
2188,2023-03-16,20230316,607,9,4,1,38.96,0,38.96,14.62,11.61,24.34,0,1,Mobile,Completed
2189,2023-12-28,20231228,3268,7,9,2,34.7,0,69.4,26.96,0,42.44,0,0,Desktop,Completed
2190,2023-05-04,20230504,3581,2,3,5,68.94,0,344.7,118.9,0,225.8,0,0,Desktop,Completed
2191,2023-07-06,20230706,3813,8,1,3,35.27,0,105.81,38.1,0,67.71,0,0,Desktop,Completed
2192,2023-02-28,20230228,3801,14,1,1,39.06,0,39.06,16.75,8.13,22.31,0,1,Desktop,Completed
2193,2023-02-05,20230205,3787,15,3,4,46.83,0,187.32,55.56,0,131.76,0,1,Mobile,Completed
2194,2023-01-27,20230127,4719,16,8,2,42.08,0,84.16,27.58,0,56.58,0,0,Mobile,Completed
2195,2023-09-23,20230923,1371,19,1,3,58.8,0,176.4,51.06,0,125.34,0,1,Desktop,Completed
2196,2023-01-22,20230122,3556,10,9,2,23.56,0,47.12,20.62,8.09,26.5,0,0,Desktop,Completed
2197,2023-08-16,20230816,3747,28,8,4,33.35,0,133.4,56.76,0,76.64,0,0,Mobile,Completed
