AdSpendKey,WeekStartDate,DateKey,Year,Month,MonthName,YearMonth,ChannelKey,Budget,Spend,Impressions,Clicks,Conversions,RevenueGenerated,ROAS,CPA,CTR,CVR
217,2023-08-01,20230801,2023,8,August,2023-08,8,225.25,218.86,3970,81,3,164.04,0.73,75.08,0.0204,0.037
218,2023-08-08,20230808,2023,8,August,2023-08,8,221.66,216.36,2018,84,2,97.94,0.44,110.83,0.0416,0.0238
219,2023-08-15,20230815,2023,8,August,2023-08,8,218.99,197.17,2635,100,2,171.38,0.78,109.5,0.038,0.02
220,2023-08-22,20230822,2023,8,August,2023-08,8,198.35,178.93,4901,333,10,799.88,4.03,19.83,0.0679,0.03
221,2023-08-01,20230801,2023,8,August,2023-08,9,93.58,90.58,5159,72,1,48.87,0.52,93.58,0.014,0.0139
222,2023-08-08,20230808,2023,8,August,2023-08,9,99.58,96.36,2570,74,1,88.87,0.89,99.58,0.0288,0.0135
223,2023-08-15,20230815,2023,8,August,2023-08,9,101.37,95.76,9272,141,2,153.84,1.52,50.69,0.0152,0.0142
224,2023-08-22,20230822,2023,8,August,2023-08,9,106.62,103.39,5717,91,2,148.24,1.39,53.31,0.0159,0.022
225,2023-09-01,20230901,2023,9,September,2023-09,1,623.12,599.73,9132,624,25,1644.05,2.64,24.92,0.0683,0.0401
226,2023-09-08,20230908,2023,9,September,2023-09,1,534.82,493.51,2785,118,5,333.11,0.62,106.96,0.0424,0.0424
227,2023-09-15,20230915,2023,9,September,2023-09,1,574.68,541.06,2976,158,6,539.12,0.94,95.78,0.0531,0.038
228,2023-09-22,20230922,2023,9,September,2023-09,1,600.96,548.79,3422,180,9,843.74,1.4,66.77,0.0526,0.05
229,2023-09-01,20230901,2023,9,September,2023-09,2,377.35,342.02,3014,95,3,245.64,0.65,125.78,0.0315,0.0316
230,2023-09-08,20230908,2023,9,September,2023-09,2,417.71,388.51,4171,176,7,363.76,0.87,59.67,0.0422,0.0398
231,2023-09-15,20230915,2023,9,September,2023-09,2,399.3,367.24,9129,202,8,436.44,1.09,49.91,0.0221,0.0396
232,2023-09-22,20230922,2023,9,September,2023-09,2,359.21,356.57,2258,69,1,94.05,0.26,359.21,0.0306,0.0145
233,2023-09-01,20230901,2023,9,September,2023-09,3,624.95,592.26,7794,287,7,532.93,0.85,89.28,0.0368,0.0244
234,2023-09-08,20230908,2023,9,September,2023-09,3,650.16,604.17,6248,180,5,420.24,0.65,130.03,0.0288,0.0278
235,2023-09-15,20230915,2023,9,September,2023-09,3,777.32,772.42,7749,214,3,167.54,0.22,259.11,0.0276,0.014
236,2023-09-22,20230922,2023,9,September,2023-09,3,655.97,619.6,5892,157,2,189.42,0.29,327.98,0.0266,0.0127
237,2023-09-01,20230901,2023,9,September,2023-09,4,514.03,512.02,11323,456,9,721.75,1.4,57.11,0.0403,0.0197
238,2023-09-08,20230908,2023,9,September,2023-09,4,473.18,455.69,8960,421,8,617.23,1.3,59.15,0.047,0.019
239,2023-09-15,20230915,2023,9,September,2023-09,4,562.61,541.07,7393,175,4,378.15,0.67,140.65,0.0237,0.0229
240,2023-09-22,20230922,2023,9,September,2023-09,4,447.27,438.6,5516,193,4,297.49,0.67,111.82,0.035,0.0207
241,2023-09-01,20230901,2023,9,September,2023-09,5,206.25,186.37,8845,394,4,300.22,1.46,51.56,0.0445,0.0102
242,2023-09-08,20230908,2023,9,September,2023-09,5,197.61,181.77,5371,227,5,298.61,1.51,39.52,0.0423,0.022
243,2023-09-15,20230915,2023,9,September,2023-09,5,251.79,233.82,7813,274,3,212.03,0.84,83.93,0.0351,0.0109
244,2023-09-22,20230922,2023,9,September,2023-09,5,242.01,233.09,11021,495,7,403.99,1.67,34.57,0.0449,0.0141
245,2023-09-01,20230901,2023,9,September,2023-09,8,235.13,214.37,4351,127,4,305.22,1.3,58.78,0.0292,0.0315
246,2023-09-08,20230908,2023,9,September,2023-09,8,187.78,176.92,2848,106,2,184.74,0.98,93.89,0.0372,0.0189
247,2023-09-15,20230915,2023,9,September,2023-09,8,232.05,220.72,5192,186,3,156.22,0.67,77.35,0.0358,0.0161
248,2023-09-22,20230922,2023,9,September,2023-09,8,219.65,204.12,2595,195,7,609.49,2.77,31.38,0.0751,0.0359
249,2023-09-01,20230901,2023,9,September,2023-09,9,107.81,102.06,5597,80,1,57.67,0.53,107.81,0.0143,0.0125
250,2023-09-08,20230908,2023,9,September,2023-09,9,112.17,100.96,6781,168,5,423.81,3.78,22.43,0.0248,0.0298
251,2023-09-15,20230915,2023,9,September,2023-09,9,118.41,108.62,4639,67,1,66.22,0.56,118.41,0.0144,0.0149
252,2023-09-22,20230922,2023,9,September,2023-09,9,123.44,123.21,3535,80,2,107.94,0.87,61.72,0.0226,0.025
253,2023-10-01,20231001,2023,10,October,2023-10,1,582.96,572.68,3659,198,6,434.81,0.75,97.16,0.0541,0.0303
254,2023-10-08,20231008,2023,10,October,2023-10,1,672.4,669.44,4006,216,8,367.09,0.55,84.05,0.0539,0.037
255,2023-10-15,20231015,2023,10,October,2023-10,1,592.76,572.44,7407,385,13,746.63,1.26,45.6,0.052,0.0338
256,2023-10-22,20231022,2023,10,October,2023-10,1,660.67,654.63,4041,239,12,601.45,0.91,55.06,0.0591,0.0502
257,2023-10-01,20231001,2023,10,October,2023-10,2,408.3,385.75,3169,101,4,248.63,0.61,102.08,0.0319,0.0396
258,2023-10-08,20231008,2023,10,October,2023-10,2,435.09,424.13,6191,279,11,748.23,1.72,39.55,0.0451,0.0394
259,2023-10-15,20231015,2023,10,October,2023-10,2,435.79,416.86,2857,122,5,341.26,0.78,87.16,0.0427,0.041
260,2023-10-22,20231022,2023,10,October,2023-10,2,483.29,445.9,2330,48,1,72.35,0.15,483.29,0.0206,0.0208
261,2023-10-01,20231001,2023,10,October,2023-10,3,732.85,730.48,7714,255,5,376.12,0.51,146.57,0.0331,0.0196
262,2023-10-08,20231008,2023,10,October,2023-10,3,644.45,603.22,6209,131,2,182.71,0.28,322.22,0.0211,0.0153
263,2023-10-15,20231015,2023,10,October,2023-10,3,687.07,624.9,21002,753,21,1342.09,1.95,32.72,0.0359,0.0279
264,2023-10-22,20231022,2023,10,October,2023-10,3,772.83,714.6,7389,240,6,501.13,0.65,128.8,0.0325,0.025
265,2023-10-01,20231001,2023,10,October,2023-10,4,537.84,520.08,11414,272,8,660.35,1.23,67.23,0.0238,0.0294
266,2023-10-08,20231008,2023,10,October,2023-10,4,616.16,603.23,12376,493,10,942.63,1.53,61.62,0.0398,0.0203
267,2023-10-15,20231015,2023,10,October,2023-10,4,561.98,536.9,7748,290,5,302.53,0.54,112.4,0.0374,0.0172
268,2023-10-22,20231022,2023,10,October,2023-10,4,536.03,518.03,5951,180,3,146.19,0.27,178.68,0.0302,0.0167
269,2023-10-01,20231001,2023,10,October,2023-10,5,275.0,255.79,4676,106,2,132.85,0.48,137.5,0.0227,0.0189
270,2023-10-08,20231008,2023,10,October,2023-10,5,233.4,221.64,5295,177,4,357.48,1.53,58.35,0.0334,0.0226
271,2023-10-15,20231015,2023,10,October,2023-10,5,218.72,214.38,3839,208,2,100.62,0.46,109.36,0.0542,0.0096
272,2023-10-22,20231022,2023,10,October,2023-10,5,204.89,184.63,5414,215,3,202.92,0.99,68.3,0.0397,0.014
273,2023-10-01,20231001,2023,10,October,2023-10,8,245.7,235.05,4044,252,9,528.09,2.15,27.3,0.0623,0.0357
274,2023-10-08,20231008,2023,10,October,2023-10,8,230.22,224.81,5438,151,5,410.29,1.78,46.04,0.0278,0.0331
275,2023-10-15,20231015,2023,10,October,2023-10,8,225.69,211.78,7110,474,22,1646.25,7.29,10.26,0.0667,0.0464
276,2023-10-22,20231022,2023,10,October,2023-10,8,214.78,206.92,6199,140,2,112.44,0.52,107.39,0.0226,0.0143
277,2023-10-01,20231001,2023,10,October,2023-10,9,133.36,120.54,3156,93,1,87.08,0.65,133.36,0.0295,0.0108
278,2023-10-08,20231008,2023,10,October,2023-10,9,117.32,111.92,4742,134,2,116.78,1.0,58.66,0.0283,0.0149
279,2023-10-15,20231015,2023,10,October,2023-10,9,105.54,96.53,5143,83,3,195.21,1.85,35.18,0.0161,0.0361
280,2023-10-22,20231022,2023,10,October,2023-10,9,124.8,114.03,3866,56,1,64.91,0.52,124.8,0.0145,0.0179
281,2023-11-01,20231101,2023,11,November,2023-11,1,1023.87,957.12,9835,298,11,820.33,0.8,93.08,0.0303,0.0369
282,2023-11-08,20231108,2023,11,November,2023-11,1,1100.43,1065.2,8996,529,17,1359.97,1.24,64.73,0.0588,0.0321
283,2023-11-15,20231115,2023,11,November,2023-11,1,928.55,870.16,4456,306,12,577.73,0.62,77.38,0.0687,0.0392
284,2023-11-22,20231122,2023,11,November,2023-11,1,1035.5,953.44,8923,570,19,1529.82,1.48,54.5,0.0639,0.0333
285,2023-11-01,20231101,2023,11,November,2023-11,2,631.41,619.98,7631,250,8,709.86,1.12,78.93,0.0328,0.032
286,2023-11-08,20231108,2023,11,November,2023-11,2,595.56,539.28,12558,457,13,658.4,1.11,45.81,0.0364,0.0284
287,2023-11-15,20231115,2023,11,November,2023-11,2,589.48,546.65,4709,178,4,336.31,0.57,147.37,0.0378,0.0225
288,2023-11-22,20231122,2023,11,November,2023-11,2,717.97,686.53,11097,324,7,589.62,0.82,102.57,0.0292,0.0216
289,2023-11-01,20231101,2023,11,November,2023-11,3,1201.51,1198.44,12227,342,11,597.71,0.5,109.23,0.028,0.0322
290,2023-11-08,20231108,2023,11,November,2023-11,3,1220.64,1141.99,24427,397,8,528.57,0.43,152.58,0.0163,0.0202
291,2023-11-15,20231115,2023,11,November,2023-11,3,1054.51,1014.03,15087,284,5,446.08,0.42,210.9,0.0188,0.0176
292,2023-11-22,20231122,2023,11,November,2023-11,3,1230.27,1157.78,11453,324,6,372.08,0.3,205.04,0.0283,0.0185
293,2023-11-01,20231101,2023,11,November,2023-11,4,710.56,645.19,13185,570,11,954.89,1.34,64.6,0.0432,0.0193
294,2023-11-08,20231108,2023,11,November,2023-11,4,733.01,721.32,4882,115,2,131.62,0.18,366.51,0.0236,0.0174
295,2023-11-15,20231115,2023,11,November,2023-11,4,928.7,880.85,15134,245,6,388.48,0.42,154.78,0.0162,0.0245
296,2023-11-22,20231122,2023,11,November,2023-11,4,924.72,882.6,10507,407,11,899.0,0.97,84.07,0.0387,0.027
297,2023-11-01,20231101,2023,11,November,2023-11,5,312.13,312.12,4032,239,5,402.99,1.29,62.43,0.0593,0.0209
298,2023-11-08,20231108,2023,11,November,2023-11,5,365.87,334.39,8918,215,5,288.02,0.79,73.17,0.0241,0.0233
299,2023-11-15,20231115,2023,11,November,2023-11,5,348.94,316.45,8170,443,10,710.36,2.04,34.89,0.0542,0.0226
300,2023-11-22,20231122,2023,11,November,2023-11,5,309.75,288.24,14921,556,12,768.43,2.48,25.81,0.0373,0.0216
301,2023-11-01,20231101,2023,11,November,2023-11,8,351.92,329.73,3184,138,4,304.78,0.87,87.98,0.0433,0.029
302,2023-11-08,20231108,2023,11,November,2023-11,8,376.74,375.77,4217,193,5,307.88,0.82,75.35,0.0458,0.0259
303,2023-11-15,20231115,2023,11,November,2023-11,8,314.77,304.07,3284,228,9,847.55,2.69,34.97,0.0694,0.0395
304,2023-11-22,20231122,2023,11,November,2023-11,8,321.62,291.28,4721,211,10,827.42,2.57,32.16,0.0447,0.0474
305,2023-11-01,20231101,2023,11,November,2023-11,9,187.81,187.17,7881,128,2,168.54,0.9,93.91,0.0162,0.0156
306,2023-11-08,20231108,2023,11,November,2023-11,9,167.42,156.91,9399,247,6,530.07,3.17,27.9,0.0263,0.0243
307,2023-11-15,20231115,2023,11,November,2023-11,9,167.02,165.25,3121,90,3,238.43,1.43,55.67,0.0288,0.0333
308,2023-11-22,20231122,2023,11,November,2023-11,9,185.84,171.98,3840,112,1,55.02,0.3,185.84,0.0292,0.0089
309,2023-12-01,20231201,2023,12,December,2023-12,1,1123.54,1055.95,12343,526,16,734.51,0.65,70.22,0.0426,0.0304
310,2023-12-08,20231208,2023,12,December,2023-12,1,998.14,916.34,12969,505,19,1659.72,1.66,52.53,0.0389,0.0376
311,2023-12-15,20231215,2023,12,December,2023-12,1,990.07,973.61,4717,311,12,802.72,0.81,82.51,0.0659,0.0386
312,2023-12-22,20231222,2023,12,December,2023-12,1,1041.71,1028.79,10383,558,15,1015.19,0.97,69.45,0.0537,0.0269
313,2023-12-01,20231201,2023,12,December,2023-12,2,812.61,748.58,5922,280,11,549.06,0.68,73.87,0.0473,0.0393
314,2023-12-08,20231208,2023,12,December,2023-12,2,834.75,781.23,8298,245,10,653.79,0.78,83.47,0.0295,0.0408
315,2023-12-15,20231215,2023,12,December,2023-12,2,721.02,702.96,10318,423,16,829.84,1.15,45.06,0.041,0.0378
316,2023-12-22,20231222,2023,12,December,2023-12,2,777.85,746.39,8253,255,9,701.4,0.9,86.43,0.0309,0.0353
317,2023-12-01,20231201,2023,12,December,2023-12,3,1086.46,1021.98,14804,154,4,324.32,0.3,271.61,0.0104,0.026
318,2023-12-08,20231208,2023,12,December,2023-12,3,1176.81,1117.2,21365,303,9,767.86,0.65,130.76,0.0142,0.0297
319,2023-12-15,20231215,2023,12,December,2023-12,3,1220.72,1174.82,21138,615,13,1120.73,0.92,93.9,0.0291,0.0211
320,2023-12-22,20231222,2023,12,December,2023-12,3,1376.2,1354.6,30732,551,18,1131.96,0.82,76.46,0.0179,0.0327
321,2023-12-01,20231201,2023,12,December,2023-12,4,978.26,959.58,15367,650,21,1169.45,1.2,46.58,0.0423,0.0323
322,2023-12-08,20231208,2023,12,December,2023-12,4,896.69,882.0,22300,363,14,1110.14,1.24,64.05,0.0163,0.0386
323,2023-12-15,20231215,2023,12,December,2023-12,4,925.03,915.63,11629,448,9,656.97,0.71,102.78,0.0385,0.0201
324,2023-12-22,20231222,2023,12,December,2023-12,4,784.87,741.73,8401,152,4,217.22,0.28,196.22,0.0181,0.0263
325,2023-12-01,20231201,2023,12,December,2023-12,5,448.65,421.62,19840,1142,29,1941.85,4.33,15.47,0.0576,0.0254
326,2023-12-08,20231208,2023,12,December,2023-12,5,444.11,428.45,6606,196,5,456.06,1.03,88.82,0.0297,0.0255
327,2023-12-15,20231215,2023,12,December,2023-12,5,443.07,414.42,6663,194,4,367.88,0.83,110.77,0.0291,0.0206
328,2023-12-22,20231222,2023,12,December,2023-12,5,399.83,363.73,8714,335,3,230.29,0.58,133.28,0.0384,0.009
329,2023-12-01,20231201,2023,12,December,2023-12,8,392.44,379.52,6219,174,4,362.88,0.92,98.11,0.028,0.023
330,2023-12-08,20231208,2023,12,December,2023-12,8,442.2,435.98,11281,359,8,563.68,1.27,55.28,0.0318,0.0223
331,2023-12-15,20231215,2023,12,December,2023-12,8,459.97,432.97,6614,484,18,1347.03,2.93,25.55,0.0732,0.0372
332,2023-12-22,20231222,2023,12,December,2023-12,8,393.55,380.31,5240,419,13,591.11,1.5,30.27,0.08,0.031
333,2023-12-01,20231201,2023,12,December,2023-12,9,191.85,183.51,7851,132,2,118.95,0.62,95.93,0.0168,0.0152
334,2023-12-08,20231208,2023,12,December,2023-12,9,214.72,197.26,6431,188,5,338.53,1.58,42.94,0.0292,0.0266
335,2023-12-15,20231215,2023,12,December,2023-12,9,199.0,194.16,9853,182,3,213.29,1.07,66.33,0.0185,0.0165
336,2023-12-22,20231222,2023,12,December,2023-12,9,212.05,202.81,7351,150,4,322.14,1.52,53.01,0.0204,0.0267
337,2024-01-01,20240101,2024,1,January,2024-01,1,544.81,544.75,2479,133,6,489.59,0.9,90.8,0.0537,0.0451
338,2024-01-08,20240108,2024,1,January,2024-01,1,649.67,621.68,6552,356,8,405.69,0.62,81.21,0.0543,0.0225
339,2024-01-15,20240115,2024,1,January,2024-01,1,571.79,565.6,5246,191,9,712.44,1.25,63.53,0.0364,0.0471
340,2024-01-22,20240122,2024,1,January,2024-01,1,522.87,470.87,4045,271,13,1032.48,1.97,40.22,0.067,0.048
341,2024-01-01,20240101,2024,1,January,2024-01,2,449.46,421.76,5665,137,3,139.7,0.31,149.82,0.0242,0.0219
342,2024-01-08,20240108,2024,1,January,2024-01,2,448.68,434.7,3709,169,5,453.04,1.01,89.74,0.0456,0.0296
343,2024-01-15,20240115,2024,1,January,2024-01,2,457.04,449.09,6023,223,9,465.36,1.02,50.78,0.037,0.0404
344,2024-01-22,20240122,2024,1,January,2024-01,2,462.2,458.14,3918,149,4,248.17,0.54,115.55,0.038,0.0268
345,2024-01-01,20240101,2024,1,January,2024-01,3,652.02,614.92,10974,344,7,505.63,0.78,93.15,0.0313,0.0203
346,2024-01-08,20240108,2024,1,January,2024-01,3,717.46,665.02,12916,484,9,635.87,0.89,79.72,0.0375,0.0186
347,2024-01-15,20240115,2024,1,January,2024-01,3,583.64,555.13,7971,291,8,470.99,0.81,72.96,0.0365,0.0275
348,2024-01-22,20240122,2024,1,January,2024-01,3,751.48,721.83,12105,186,5,320.81,0.43,150.3,0.0154,0.0269
349,2024-01-01,20240101,2024,1,January,2024-01,4,493.27,482.51,6387,270,8,490.88,1.0,61.66,0.0423,0.0296
350,2024-01-08,20240108,2024,1,January,2024-01,4,609.12,596.63,5293,149,4,198.89,0.33,152.28,0.0282,0.0268
351,2024-01-15,20240115,2024,1,January,2024-01,4,562.9,546.62,7773,236,6,268.46,0.48,93.82,0.0304,0.0254
352,2024-01-22,20240122,2024,1,January,2024-01,4,517.91,497.25,7817,254,4,213.79,0.41,129.48,0.0325,0.0157
353,2024-01-01,20240101,2024,1,January,2024-01,5,347.3,316.88,11192,513,5,342.06,0.98,69.46,0.0458,0.0097
354,2024-01-08,20240108,2024,1,January,2024-01,5,387.1,382.78,11770,397,8,759.78,1.96,48.39,0.0337,0.0202
355,2024-01-15,20240115,2024,1,January,2024-01,5,429.54,416.7,18251,483,5,322.46,0.75,85.91,0.0265,0.0104
356,2024-01-22,20240122,2024,1,January,2024-01,5,382.34,346.2,10686,462,9,674.66,1.76,42.48,0.0432,0.0195
357,2024-01-01,20240101,2024,1,January,2024-01,8,257.84,252.28,3200,182,7,615.48,2.39,36.83,0.0569,0.0385
358,2024-01-08,20240108,2024,1,January,2024-01,8,302.42,296.28,5834,233,6,541.08,1.79,50.4,0.0399,0.0258
359,2024-01-15,20240115,2024,1,January,2024-01,8,241.39,232.06,3009,240,7,392.29,1.63,34.48,0.0798,0.0292
360,2024-01-22,20240122,2024,1,January,2024-01,8,286.88,259.01,5069,265,11,780.79,2.72,26.08,0.0523,0.0415
361,2024-01-01,20240101,2024,1,January,2024-01,9,125.11,117.93,5477,62,1,71.36,0.57,125.11,0.0113,0.0161
362,2024-01-08,20240108,2024,1,January,2024-01,9,110.83,101.57,7391,199,5,312.92,2.82,22.17,0.0269,0.0251
363,2024-01-15,20240115,2024,1,January,2024-01,9,118.27,109.63,6946,99,2,187.15,1.58,59.14,0.0143,0.0202
364,2024-01-22,20240122,2024,1,January,2024-01,9,119.47,114.03,11490,328,12,755.0,6.32,9.96,0.0285,0.0366
365,2024-02-01,20240201,2024,2,February,2024-02,1,573.24,522.43,4912,340,11,868.58,1.52,52.11,0.0692,0.0324
366,2024-02-08,20240208,2024,2,February,2024-02,1,625.77,597.87,3367,130,4,187.88,0.3,156.44,0.0386,0.0308
367,2024-02-15,20240215,2024,2,February,2024-02,1,639.73,593.14,3245,169,5,378.94,0.59,127.95,0.0521,0.0296
368,2024-02-22,20240222,2024,2,February,2024-02,1,624.31,594.68,7895,325,12,864.31,1.38,52.03,0.0412,0.0369
369,2024-02-01,20240201,2024,2,February,2024-02,2,432.51,392.23,2567,119,5,366.68,0.85,86.5,0.0464,0.042
370,2024-02-08,20240208,2024,2,February,2024-02,2,396.71,377.93,2926,67,1,57.02,0.14,396.71,0.0229,0.0149
371,2024-02-15,20240215,2024,2,February,2024-02,2,473.59,449.58,3555,162,5,332.16,0.7,94.72,0.0456,0.0309
372,2024-02-22,20240222,2024,2,February,2024-02,2,442.8,410.37,3846,179,5,423.6,0.96,88.56,0.0465,0.0279
373,2024-02-01,20240201,2024,2,February,2024-02,3,764.78,719.92,12126,433,11,516.42,0.68,69.53,0.0357,0.0254
374,2024-02-08,20240208,2024,2,February,2024-02,3,649.25,622.5,16607,587,11,723.81,1.11,59.02,0.0353,0.0187
375,2024-02-15,20240215,2024,2,February,2024-02,3,791.35,736.49,8194,258,7,320.63,0.41,113.05,0.0315,0.0271
376,2024-02-22,20240222,2024,2,February,2024-02,3,680.25,621.43,8440,166,5,238.94,0.35,136.05,0.0197,0.0301
377,2024-02-01,20240201,2024,2,February,2024-02,4,566.21,542.1,7617,336,10,831.19,1.47,56.62,0.0441,0.0298
378,2024-02-08,20240208,2024,2,February,2024-02,4,550.2,538.7,6437,214,3,187.76,0.34,183.4,0.0332,0.014
379,2024-02-15,20240215,2024,2,February,2024-02,4,647.83,612.82,5481,180,4,163.37,0.25,161.96,0.0328,0.0222
380,2024-02-22,20240222,2024,2,February,2024-02,4,538.0,491.5,4275,172,4,253.79,0.47,134.5,0.0402,0.0233
381,2024-02-01,20240201,2024,2,February,2024-02,5,363.41,357.88,6536,198,5,339.31,0.93,72.68,0.0303,0.0253
382,2024-02-08,20240208,2024,2,February,2024-02,5,484.63,443.75,7982,301,5,355.87,0.73,96.93,0.0377,0.0166
383,2024-02-15,20240215,2024,2,February,2024-02,5,405.4,376.88,6127,158,2,107.39,0.26,202.7,0.0258,0.0127
384,2024-02-22,20240222,2024,2,February,2024-02,5,394.14,356.37,4275,116,1,65.68,0.17,394.14,0.0271,0.0086
385,2024-02-01,20240201,2024,2,February,2024-02,8,270.45,260.56,4402,243,5,310.13,1.15,54.09,0.0552,0.0206
386,2024-02-08,20240208,2024,2,February,2024-02,8,300.39,296.58,6946,180,8,453.24,1.51,37.55,0.0259,0.0444
387,2024-02-15,20240215,2024,2,February,2024-02,8,270.71,268.58,6550,351,11,907.02,3.35,24.61,0.0536,0.0313
388,2024-02-22,20240222,2024,2,February,2024-02,8,330.31,316.29,14043,988,20,948.28,2.87,16.52,0.0704,0.0202
389,2024-02-01,20240201,2024,2,February,2024-02,9,119.44,110.06,6433,70,1,94.8,0.79,119.44,0.0109,0.0143
390,2024-02-08,20240208,2024,2,February,2024-02,9,110.76,99.71,3617,62,1,51.83,0.47,110.76,0.0171,0.0161
391,2024-02-15,20240215,2024,2,February,2024-02,9,145.21,145.19,5081,65,1,93.21,0.64,145.21,0.0128,0.0154
392,2024-02-22,20240222,2024,2,February,2024-02,9,129.61,126.36,5461,129,4,237.74,1.83,32.4,0.0236,0.031
393,2024-03-01,20240301,2024,3,March,2024-03,1,661.22,631.98,2671,176,5,284.03,0.43,132.24,0.0659,0.0284
394,2024-03-08,20240308,2024,3,March,2024-03,1,780.05,733.84,4669,167,7,408.04,0.52,111.44,0.0358,0.0419
395,2024-03-15,20240315,2024,3,March,2024-03,1,650.22,608.5,3331,135,5,384.27,0.59,130.04,0.0405,0.037
396,2024-03-22,20240322,2024,3,March,2024-03,1,660.25,605.43,5753,278,11,522.05,0.79,60.02,0.0483,0.0396
397,2024-03-01,20240301,2024,3,March,2024-03,2,505.8,479.86,3594,144,4,240.2,0.47,126.45,0.0401,0.0278
398,2024-03-08,20240308,2024,3,March,2024-03,2,496.45,474.51,3943,177,5,440.61,0.89,99.29,0.0449,0.0282
399,2024-03-15,20240315,2024,3,March,2024-03,2,536.6,504.93,5591,158,6,382.64,0.71,89.43,0.0283,0.038
400,2024-03-22,20240322,2024,3,March,2024-03,2,427.49,389.27,5300,257,5,364.13,0.85,85.5,0.0485,0.0195
401,2024-03-01,20240301,2024,3,March,2024-03,3,766.8,719.28,14501,165,3,227.94,0.3,255.6,0.0114,0.0182
402,2024-03-08,20240308,2024,3,March,2024-03,3,672.06,654.63,11735,147,3,141.91,0.21,224.02,0.0125,0.0204
403,2024-03-15,20240315,2024,3,March,2024-03,3,805.1,775.8,18831,679,11,515.84,0.64,73.19,0.0361,0.0162
404,2024-03-22,20240322,2024,3,March,2024-03,3,657.54,601.89,20639,666,12,715.1,1.09,54.8,0.0323,0.018
405,2024-03-01,20240301,2024,3,March,2024-03,4,611.15,563.56,8922,265,6,239.84,0.39,101.86,0.0297,0.0226
406,2024-03-08,20240308,2024,3,March,2024-03,4,598.13,566.72,5899,189,3,167.58,0.28,199.38,0.032,0.0159
407,2024-03-15,20240315,2024,3,March,2024-03,4,601.95,597.08,5377,227,4,301.73,0.5,150.49,0.0422,0.0176
408,2024-03-22,20240322,2024,3,March,2024-03,4,642.61,619.35,9254,257,9,357.45,0.56,71.4,0.0278,0.035
409,2024-03-01,20240301,2024,3,March,2024-03,5,397.67,381.11,7981,466,7,568.22,1.43,56.81,0.0584,0.015
410,2024-03-08,20240308,2024,3,March,2024-03,5,427.97,386.47,8252,469,12,769.89,1.8,35.66,0.0568,0.0256
411,2024-03-15,20240315,2024,3,March,2024-03,5,457.16,452.98,5645,205,5,309.33,0.68,91.43,0.0363,0.0244
412,2024-03-22,20240322,2024,3,March,2024-03,5,482.73,461.51,31116,829,13,966.32,2.0,37.13,0.0266,0.0157
413,2024-03-01,20240301,2024,3,March,2024-03,8,338.47,332.85,8717,369,11,720.55,2.13,30.77,0.0423,0.0298
414,2024-03-08,20240308,2024,3,March,2024-03,8,300.66,272.69,2646,143,3,186.58,0.62,100.22,0.054,0.021
415,2024-03-15,20240315,2024,3,March,2024-03,8,318.96,301.75,3253,85,3,144.21,0.45,106.32,0.0261,0.0353
416,2024-03-22,20240322,2024,3,March,2024-03,8,269.04,256.33,3206,93,3,166.04,0.62,89.68,0.029,0.0323
417,2024-03-01,20240301,2024,3,March,2024-03,9,157.71,150.43,6890,200,5,418.41,2.65,31.54,0.029,0.025
418,2024-03-08,20240308,2024,3,March,2024-03,9,160.27,159.88,6703,137,5,458.14,2.86,32.05,0.0204,0.0365
419,2024-03-15,20240315,2024,3,March,2024-03,9,134.24,130.28,3463,80,2,117.32,0.87,67.12,0.0231,0.025
420,2024-03-22,20240322,2024,3,March,2024-03,9,128.83,123.35,5538,95,2,140.39,1.09,64.42,0.0172,0.0211
421,2024-04-01,20240401,2024,4,April,2024-04,1,791.41,748.77,8610,600,28,2178.17,2.75,28.26,0.0697,0.0467
422,2024-04-08,20240408,2024,4,April,2024-04,1,840.04,831.54,11063,594,26,2453.25,2.92,32.31,0.0537,0.0438
423,2024-04-15,20240415,2024,4,April,2024-04,1,830.62,775.15,4904,224,10,475.12,0.57,83.06,0.0457,0.0446
424,2024-04-22,20240422,2024,4,April,2024-04,1,677.49,617.08,4074,273,11,850.46,1.26,61.59,0.067,0.0403
425,2024-04-01,20240401,2024,4,April,2024-04,2,506.28,501.84,4557,130,3,143.18,0.28,168.76,0.0285,0.0231
426,2024-04-08,20240408,2024,4,April,2024-04,2,556.25,510.63,6891,161,3,181.43,0.33,185.42,0.0234,0.0186
427,2024-04-15,20240415,2024,4,April,2024-04,2,547.13,529.87,4583,142,3,136.43,0.25,182.38,0.031,0.0211
428,2024-04-22,20240422,2024,4,April,2024-04,2,534.7,499.27,3190,158,3,178.3,0.33,178.23,0.0495,0.019
429,2024-04-01,20240401,2024,4,April,2024-04,3,815.53,759.0,14104,230,5,292.75,0.36,163.11,0.0163,0.0217
430,2024-04-08,20240408,2024,4,April,2024-04,3,948.57,865.69,12752,134,4,212.28,0.22,237.14,0.0105,0.0299
431,2024-04-15,20240415,2024,4,April,2024-04,3,870.33,850.39,10985,358,5,201.64,0.23,174.07,0.0326,0.014
432,2024-04-22,20240422,2024,4,April,2024-04,3,771.9,761.04,9556,341,7,451.65,0.59,110.27,0.0357,0.0205
433,2024-04-01,20240401,2024,4,April,2024-04,4,726.31,703.41,9632,359,11,764.56,1.05,66.03,0.0373,0.0306
